date_id,full_date,year,month,day,weekday,quarter
20060527,2006-05-27 22:30:00+00:00,2006,5,27,Saturday,2006Q2
20060528,2006-05-28 22:30:00+00:00,2006,5,28,Sunday,2006Q2
20060529,2006-05-29 22:30:00+00:00,2006,5,29,Monday,2006Q2
20060530,2006-05-30 22:30:00+00:00,2006,5,30,Tuesday,2006Q2
20060531,2006-05-31 22:30:00+00:00,2006,5,31,Wednesday,2006Q2
20060601,2006-06-01 22:30:00+00:00,2006,6,1,Thursday,2006Q2
20060602,2006-06-02 22:30:00+00:00,2006,6,2,Friday,2006Q2
20060603,2006-06-03 22:30:00+00:00,2006,6,3,Saturday,2006Q2
20060604,2006-06-04 22:30:00+00:00,2006,6,4,Sunday,2006Q2
20060605,2006-06-05 22:30:00+00:00,2006,6,5,Monday,2006Q2
20060606,2006-06-06 22:30:00+00:00,2006,6,6,Tuesday,2006Q2
20060607,2006-06-07 22:30:00+00:00,2006,6,7,Wednesday,2006Q2
20060608,2006-06-08 22:30:00+00:00,2006,6,8,Thursday,2006Q2
20060609,2006-06-09 22:30:00+00:00,2006,6,9,Friday,2006Q2
20060610,2006-06-10 22:30:00+00:00,2006,6,10,Saturday,2006Q2
20060611,2006-06-11 22:30:00+00:00,2006,6,11,Sunday,2006Q2
20060612,2006-06-12 22:30:00+00:00,2006,6,12,Monday,2006Q2
20060613,2006-06-13 22:30:00+00:00,2006,6,13,Tuesday,2006Q2
20060614,2006-06-14 22:30:00+00:00,2006,6,14,Wednesday,2006Q2
20060615,2006-06-15 22:30:00+00:00,2006,6,15,Thursday,2006Q2
20060616,2006-06-16 22:30:00+00:00,2006,6,16,Friday,2006Q2
20060617,2006-06-17 22:30:00+00:00,2006,6,17,Saturday,2006Q2
20060618,2006-06-18 22:30:00+00:00,2006,6,18,Sunday,2006Q2
20060619,2006-06-19 22:30:00+00:00,2006,6,19,Monday,2006Q2
20060620,2006-06-20 22:30:00+00:00,2006,6,20,Tuesday,2006Q2
20060621,2006-06-21 22:30:00+00:00,2006,6,21,Wednesday,2006Q2
20060622,2006-06-22 22:30:00+00:00,2006,6,22,Thursday,2006Q2
20060623,2006-06-23 22:30:00+00:00,2006,6,23,Friday,2006Q2
20060624,2006-06-24 22:30:00+00:00,2006,6,24,Saturday,2006Q2
20060625,2006-06-25 22:30:00+00:00,2006,6,25,Sunday,2006Q2
20060626,2006-06-26 22:30:00+00:00,2006,6,26,Monday,2006Q2
20060627,2006-06-27 22:30:00+00:00,2006,6,27,Tuesday,2006Q2
20060628,2006-06-28 22:30:00+00:00,2006,6,28,Wednesday,2006Q2
20060629,2006-06-29 22:30:00+00:00,2006,6,29,Thursday,2006Q2
20060630,2006-06-30 22:30:00+00:00,2006,6,30,Friday,2006Q2
20060701,2006-07-01 22:30:00+00:00,2006,7,1,Saturday,2006Q3
20060702,2006-07-02 22:30:00+00:00,2006,7,2,Sunday,2006Q3
20060703,2006-07-03 22:30:00+00:00,2006,7,3,Monday,2006Q3
20060704,2006-07-04 22:30:00+00:00,2006,7,4,Tuesday,2006Q3
20060705,2006-07-05 22:30:00+00:00,2006,7,5,Wednesday,2006Q3
20060706,2006-07-06 22:30:00+00:00,2006,7,6,Thursday,2006Q3
20060707,2006-07-07 22:30:00+00:00,2006,7,7,Friday,2006Q3
20060708,2006-07-08 22:30:00+00:00,2006,7,8,Saturday,2006Q3
20060709,2006-07-09 22:30:00+00:00,2006,7,9,Sunday,2006Q3
20060710,2006-07-10 22:30:00+00:00,2006,7,10,Monday,2006Q3
20060711,2006-07-11 22:30:00+00:00,2006,7,11,Tuesday,2006Q3
20060712,2006-07-12 22:30:00+00:00,2006,7,12,Wednesday,2006Q3
20060713,2006-07-13 22:30:00+00:00,2006,7,13,Thursday,2006Q3
20060714,2006-07-14 22:30:00+00:00,2006,7,14,Friday,2006Q3
20060715,2006-07-15 22:30:00+00:00,2006,7,15,Saturday,2006Q3
20060716,2006-07-16 22:30:00+00:00,2006,7,16,Sunday,2006Q3
20060717,2006-07-17 22:30:00+00:00,2006,7,17,Monday,2006Q3
20060718,2006-07-18 22:30:00+00:00,2006,7,18,Tuesday,2006Q3
20060719,2006-07-19 22:30:00+00:00,2006,7,19,Wednesday,2006Q3
20060720,2006-07-20 22:30:00+00:00,2006,7,20,Thursday,2006Q3
20060721,2006-07-21 22:30:00+00:00,2006,7,21,Friday,2006Q3
20060722,2006-07-22 22:30:00+00:00,2006,7,22,Saturday,2006Q3
20060723,2006-07-23 22:30:00+00:00,2006,7,23,Sunday,2006Q3
20060724,2006-07-24 22:30:00+00:00,2006,7,24,Monday,2006Q3
20060725,2006-07-25 22:30:00+00:00,2006,7,25,Tuesday,2006Q3
20060726,2006-07-26 22:30:00+00:00,2006,7,26,Wednesday,2006Q3
20060727,2006-07-27 22:30:00+00:00,2006,7,27,Thursday,2006Q3
20060728,2006-07-28 22:30:00+00:00,2006,7,28,Friday,2006Q3
20060729,2006-07-29 22:30:00+00:00,2006,7,29,Saturday,2006Q3
20060730,2006-07-30 22:30:00+00:00,2006,7,30,Sunday,2006Q3
20060731,2006-07-31 22:30:00+00:00,2006,7,31,Monday,2006Q3
20060801,2006-08-01 22:30:00+00:00,2006,8,1,Tuesday,2006Q3
20060802,2006-08-02 22:30:00+00:00,2006,8,2,Wednesday,2006Q3
20060803,2006-08-03 22:30:00+00:00,2006,8,3,Thursday,2006Q3
20060804,2006-08-04 22:30:00+00:00,2006,8,4,Friday,2006Q3
20060805,2006-08-05 22:30:00+00:00,2006,8,5,Saturday,2006Q3
20060806,2006-08-06 22:30:00+00:00,2006,8,6,Sunday,2006Q3
20060807,2006-08-07 22:30:00+00:00,2006,8,7,Monday,2006Q3
20060808,2006-08-08 22:30:00+00:00,2006,8,8,Tuesday,2006Q3
20060809,2006-08-09 22:30:00+00:00,2006,8,9,Wednesday,2006Q3
20060810,2006-08-10 22:30:00+00:00,2006,8,10,Thursday,2006Q3
20060811,2006-08-11 22:30:00+00:00,2006,8,11,Friday,2006Q3
20060812,2006-08-12 22:30:00+00:00,2006,8,12,Saturday,2006Q3
20060813,2006-08-13 22:30:00+00:00,2006,8,13,Sunday,2006Q3
20060814,2006-08-14 22:30:00+00:00,2006,8,14,Monday,2006Q3
20060815,2006-08-15 22:30:00+00:00,2006,8,15,Tuesday,2006Q3
20060816,2006-08-16 22:30:00+00:00,2006,8,16,Wednesday,2006Q3
20060817,2006-08-17 22:30:00+00:00,2006,8,17,Thursday,2006Q3
20060818,2006-08-18 22:30:00+00:00,2006,8,18,Friday,2006Q3
20060819,2006-08-19 22:30:00+00:00,2006,8,19,Saturday,2006Q3
20060820,2006-08-20 22:30:00+00:00,2006,8,20,Sunday,2006Q3
20060821,2006-08-21 22:30:00+00:00,2006,8,21,Monday,2006Q3
20060822,2006-08-22 22:30:00+00:00,2006,8,22,Tuesday,2006Q3
20060823,2006-08-23 22:30:00+00:00,2006,8,23,Wednesday,2006Q3
20060824,2006-08-24 22:30:00+00:00,2006,8,24,Thursday,2006Q3
20060825,2006-08-25 22:30:00+00:00,2006,8,25,Friday,2006Q3
20060826,2006-08-26 22:30:00+00:00,2006,8,26,Saturday,2006Q3
20060827,2006-08-27 22:30:00+00:00,2006,8,27,Sunday,2006Q3
20060828,2006-08-28 22:30:00+00:00,2006,8,28,Monday,2006Q3
20060829,2006-08-29 22:30:00+00:00,2006,8,29,Tuesday,2006Q3
20060830,2006-08-30 22:30:00+00:00,2006,8,30,Wednesday,2006Q3
20060831,2006-08-31 22:30:00+00:00,2006,8,31,Thursday,2006Q3
20060901,2006-09-01 22:30:00+00:00,2006,9,1,Friday,2006Q3
20060902,2006-09-02 22:30:00+00:00,2006,9,2,Saturday,2006Q3
20060903,2006-09-03 22:30:00+00:00,2006,9,3,Sunday,2006Q3
20060904,2006-09-04 22:30:00+00:00,2006,9,4,Monday,2006Q3
20060905,2006-09-05 22:30:00+00:00,2006,9,5,Tuesday,2006Q3
20060906,2006-09-06 22:30:00+00:00,2006,9,6,Wednesday,2006Q3
20060907,2006-09-07 22:30:00+00:00,2006,9,7,Thursday,2006Q3
20060908,2006-09-08 22:30:00+00:00,2006,9,8,Friday,2006Q3
20060909,2006-09-09 22:30:00+00:00,2006,9,9,Saturday,2006Q3
20060910,2006-09-10 22:30:00+00:00,2006,9,10,Sunday,2006Q3
20060911,2006-09-11 22:30:00+00:00,2006,9,11,Monday,2006Q3
20060912,2006-09-12 22:30:00+00:00,2006,9,12,Tuesday,2006Q3
20060913,2006-09-13 22:30:00+00:00,2006,9,13,Wednesday,2006Q3
20060914,2006-09-14 22:30:00+00:00,2006,9,14,Thursday,2006Q3
20060915,2006-09-15 22:30:00+00:00,2006,9,15,Friday,2006Q3
20060916,2006-09-16 22:30:00+00:00,2006,9,16,Saturday,2006Q3
20060917,2006-09-17 22:30:00+00:00,2006,9,17,Sunday,2006Q3
20060918,2006-09-18 22:30:00+00:00,2006,9,18,Monday,2006Q3
20060919,2006-09-19 22:30:00+00:00,2006,9,19,Tuesday,2006Q3
20060920,2006-09-20 22:30:00+00:00,2006,9,20,Wednesday,2006Q3
20060921,2006-09-21 22:30:00+00:00,2006,9,21,Thursday,2006Q3
20060922,2006-09-22 22:30:00+00:00,2006,9,22,Friday,2006Q3
20060923,2006-09-23 22:30:00+00:00,2006,9,23,Saturday,2006Q3
20060924,2006-09-24 22:30:00+00:00,2006,9,24,Sunday,2006Q3
20060925,2006-09-25 22:30:00+00:00,2006,9,25,Monday,2006Q3
20060926,2006-09-26 22:30:00+00:00,2006,9,26,Tuesday,2006Q3
20060927,2006-09-27 22:30:00+00:00,2006,9,27,Wednesday,2006Q3
20060928,2006-09-28 22:30:00+00:00,2006,9,28,Thursday,2006Q3
20060929,2006-09-29 22:30:00+00:00,2006,9,29,Friday,2006Q3
20060930,2006-09-30 22:30:00+00:00,2006,9,30,Saturday,2006Q3
20061001,2006-10-01 22:30:00+00:00,2006,10,1,Sunday,2006Q4
20061002,2006-10-02 22:30:00+00:00,2006,10,2,Monday,2006Q4
20061003,2006-10-03 22:30:00+00:00,2006,10,3,Tuesday,2006Q4
20061004,2006-10-04 22:30:00+00:00,2006,10,4,Wednesday,2006Q4
20061005,2006-10-05 22:30:00+00:00,2006,10,5,Thursday,2006Q4
20061006,2006-10-06 22:30:00+00:00,2006,10,6,Friday,2006Q4
20061007,2006-10-07 22:30:00+00:00,2006,10,7,Saturday,2006Q4
20061008,2006-10-08 22:30:00+00:00,2006,10,8,Sunday,2006Q4
20061009,2006-10-09 22:30:00+00:00,2006,10,9,Monday,2006Q4
20061010,2006-10-10 22:30:00+00:00,2006,10,10,Tuesday,2006Q4
20061011,2006-10-11 22:30:00+00:00,2006,10,11,Wednesday,2006Q4
20061012,2006-10-12 22:30:00+00:00,2006,10,12,Thursday,2006Q4
20061013,2006-10-13 22:30:00+00:00,2006,10,13,Friday,2006Q4
20061014,2006-10-14 22:30:00+00:00,2006,10,14,Saturday,2006Q4
20061015,2006-10-15 22:30:00+00:00,2006,10,15,Sunday,2006Q4
20061016,2006-10-16 22:30:00+00:00,2006,10,16,Monday,2006Q4
20061017,2006-10-17 22:30:00+00:00,2006,10,17,Tuesday,2006Q4
20061018,2006-10-18 22:30:00+00:00,2006,10,18,Wednesday,2006Q4
20061019,2006-10-19 22:30:00+00:00,2006,10,19,Thursday,2006Q4
20061020,2006-10-20 22:30:00+00:00,2006,10,20,Friday,2006Q4
20061021,2006-10-21 22:30:00+00:00,2006,10,21,Saturday,2006Q4
20061022,2006-10-22 22:30:00+00:00,2006,10,22,Sunday,2006Q4
20061023,2006-10-23 22:30:00+00:00,2006,10,23,Monday,2006Q4
20061024,2006-10-24 22:30:00+00:00,2006,10,24,Tuesday,2006Q4
20061025,2006-10-25 22:30:00+00:00,2006,10,25,Wednesday,2006Q4
20061026,2006-10-26 22:30:00+00:00,2006,10,26,Thursday,2006Q4
20061027,2006-10-27 22:30:00+00:00,2006,10,27,Friday,2006Q4
20061028,2006-10-28 22:30:00+00:00,2006,10,28,Saturday,2006Q4
20061029,2006-10-29 22:30:00+00:00,2006,10,29,Sunday,2006Q4
20061030,2006-10-30 22:30:00+00:00,2006,10,30,Monday,2006Q4
20061031,2006-10-31 22:30:00+00:00,2006,10,31,Tuesday,2006Q4
20061101,2006-11-01 22:30:00+00:00,2006,11,1,Wednesday,2006Q4
20061102,2006-11-02 22:30:00+00:00,2006,11,2,Thursday,2006Q4
20061103,2006-11-03 22:30:00+00:00,2006,11,3,Friday,2006Q4
20061104,2006-11-04 22:30:00+00:00,2006,11,4,Saturday,2006Q4
20061105,2006-11-05 22:30:00+00:00,2006,11,5,Sunday,2006Q4
20061106,2006-11-06 22:30:00+00:00,2006,11,6,Monday,2006Q4
20061107,2006-11-07 22:30:00+00:00,2006,11,7,Tuesday,2006Q4
20061108,2006-11-08 22:30:00+00:00,2006,11,8,Wednesday,2006Q4
20061109,2006-11-09 22:30:00+00:00,2006,11,9,Thursday,2006Q4
20061110,2006-11-10 22:30:00+00:00,2006,11,10,Friday,2006Q4
20061111,2006-11-11 22:30:00+00:00,2006,11,11,Saturday,2006Q4
20061112,2006-11-12 22:30:00+00:00,2006,11,12,Sunday,2006Q4
20061113,2006-11-13 22:30:00+00:00,2006,11,13,Monday,2006Q4
20061114,2006-11-14 22:30:00+00:00,2006,11,14,Tuesday,2006Q4
20061115,2006-11-15 22:30:00+00:00,2006,11,15,Wednesday,2006Q4
20061116,2006-11-16 22:30:00+00:00,2006,11,16,Thursday,2006Q4
20061117,2006-11-17 22:30:00+00:00,2006,11,17,Friday,2006Q4
20061118,2006-11-18 22:30:00+00:00,2006,11,18,Saturday,2006Q4
20061119,2006-11-19 22:30:00+00:00,2006,11,19,Sunday,2006Q4
20061120,2006-11-20 22:30:00+00:00,2006,11,20,Monday,2006Q4
20061121,2006-11-21 22:30:00+00:00,2006,11,21,Tuesday,2006Q4
20061122,2006-11-22 22:30:00+00:00,2006,11,22,Wednesday,2006Q4
20061123,2006-11-23 22:30:00+00:00,2006,11,23,Thursday,2006Q4
20061124,2006-11-24 22:30:00+00:00,2006,11,24,Friday,2006Q4
20061125,2006-11-25 22:30:00+00:00,2006,11,25,Saturday,2006Q4
20061126,2006-11-26 22:30:00+00:00,2006,11,26,Sunday,2006Q4
20061127,2006-11-27 22:30:00+00:00,2006,11,27,Monday,2006Q4
20061128,2006-11-28 22:30:00+00:00,2006,11,28,Tuesday,2006Q4
20061129,2006-11-29 22:30:00+00:00,2006,11,29,Wednesday,2006Q4
20061130,2006-11-30 22:30:00+00:00,2006,11,30,Thursday,2006Q4
20061201,2006-12-01 22:30:00+00:00,2006,12,1,Friday,2006Q4
20061202,2006-12-02 22:30:00+00:00,2006,12,2,Saturday,2006Q4
20061203,2006-12-03 22:30:00+00:00,2006,12,3,Sunday,2006Q4
20061204,2006-12-04 22:30:00+00:00,2006,12,4,Monday,2006Q4
20061205,2006-12-05 22:30:00+00:00,2006,12,5,Tuesday,2006Q4
20061206,2006-12-06 22:30:00+00:00,2006,12,6,Wednesday,2006Q4
20061207,2006-12-07 22:30:00+00:00,2006,12,7,Thursday,2006Q4
20061208,2006-12-08 22:30:00+00:00,2006,12,8,Friday,2006Q4
20061209,2006-12-09 22:30:00+00:00,2006,12,9,Saturday,2006Q4
20061210,2006-12-10 22:30:00+00:00,2006,12,10,Sunday,2006Q4
20061211,2006-12-11 22:30:00+00:00,2006,12,11,Monday,2006Q4
20061212,2006-12-12 22:30:00+00:00,2006,12,12,Tuesday,2006Q4
20061213,2006-12-13 22:30:00+00:00,2006,12,13,Wednesday,2006Q4
20061214,2006-12-14 22:30:00+00:00,2006,12,14,Thursday,2006Q4
20061215,2006-12-15 22:30:00+00:00,2006,12,15,Friday,2006Q4
20061216,2006-12-16 22:30:00+00:00,2006,12,16,Saturday,2006Q4
20061217,2006-12-17 22:30:00+00:00,2006,12,17,Sunday,2006Q4
20061218,2006-12-18 22:30:00+00:00,2006,12,18,Monday,2006Q4
20061219,2006-12-19 22:30:00+00:00,2006,12,19,Tuesday,2006Q4
20061220,2006-12-20 22:30:00+00:00,2006,12,20,Wednesday,2006Q4
20061221,2006-12-21 22:30:00+00:00,2006,12,21,Thursday,2006Q4
20061222,2006-12-22 22:30:00+00:00,2006,12,22,Friday,2006Q4
20061223,2006-12-23 22:30:00+00:00,2006,12,23,Saturday,2006Q4
20061224,2006-12-24 22:30:00+00:00,2006,12,24,Sunday,2006Q4
20061225,2006-12-25 22:30:00+00:00,2006,12,25,Monday,2006Q4
20061226,2006-12-26 22:30:00+00:00,2006,12,26,Tuesday,2006Q4
20061227,2006-12-27 22:30:00+00:00,2006,12,27,Wednesday,2006Q4
20061228,2006-12-28 22:30:00+00:00,2006,12,28,Thursday,2006Q4
20061229,2006-12-29 22:30:00+00:00,2006,12,29,Friday,2006Q4
20061230,2006-12-30 22:30:00+00:00,2006,12,30,Saturday,2006Q4
20061231,2006-12-31 22:30:00+00:00,2006,12,31,Sunday,2006Q4
20070101,2007-01-01 22:30:00+00:00,2007,1,1,Monday,2007Q1
20070102,2007-01-02 22:30:00+00:00,2007,1,2,Tuesday,2007Q1
20070103,2007-01-03 22:30:00+00:00,2007,1,3,Wednesday,2007Q1
20070104,2007-01-04 22:30:00+00:00,2007,1,4,Thursday,2007Q1
20070105,2007-01-05 22:30:00+00:00,2007,1,5,Friday,2007Q1
20070106,2007-01-06 22:30:00+00:00,2007,1,6,Saturday,2007Q1
20070107,2007-01-07 22:30:00+00:00,2007,1,7,Sunday,2007Q1
20070108,2007-01-08 22:30:00+00:00,2007,1,8,Monday,2007Q1
20070109,2007-01-09 22:30:00+00:00,2007,1,9,Tuesday,2007Q1
20070110,2007-01-10 22:30:00+00:00,2007,1,10,Wednesday,2007Q1
20070111,2007-01-11 22:30:00+00:00,2007,1,11,Thursday,2007Q1
20070112,2007-01-12 22:30:00+00:00,2007,1,12,Friday,2007Q1
20070113,2007-01-13 22:30:00+00:00,2007,1,13,Saturday,2007Q1
20070114,2007-01-14 22:30:00+00:00,2007,1,14,Sunday,2007Q1
20070115,2007-01-15 22:30:00+00:00,2007,1,15,Monday,2007Q1
20070116,2007-01-16 22:30:00+00:00,2007,1,16,Tuesday,2007Q1
20070117,2007-01-17 22:30:00+00:00,2007,1,17,Wednesday,2007Q1
20070118,2007-01-18 22:30:00+00:00,2007,1,18,Thursday,2007Q1
20070119,2007-01-19 22:30:00+00:00,2007,1,19,Friday,2007Q1
20070120,2007-01-20 22:30:00+00:00,2007,1,20,Saturday,2007Q1
20070121,2007-01-21 22:30:00+00:00,2007,1,21,Sunday,2007Q1
20070122,2007-01-22 22:30:00+00:00,2007,1,22,Monday,2007Q1
20070123,2007-01-23 22:30:00+00:00,2007,1,23,Tuesday,2007Q1
20070124,2007-01-24 22:30:00+00:00,2007,1,24,Wednesday,2007Q1
20070125,2007-01-25 22:30:00+00:00,2007,1,25,Thursday,2007Q1
20070126,2007-01-26 22:30:00+00:00,2007,1,26,Friday,2007Q1
20070127,2007-01-27 22:30:00+00:00,2007,1,27,Saturday,2007Q1
20070128,2007-01-28 22:30:00+00:00,2007,1,28,Sunday,2007Q1
20070129,2007-01-29 22:30:00+00:00,2007,1,29,Monday,2007Q1
20070130,2007-01-30 22:30:00+00:00,2007,1,30,Tuesday,2007Q1
20070131,2007-01-31 22:30:00+00:00,2007,1,31,Wednesday,2007Q1
20070201,2007-02-01 22:30:00+00:00,2007,2,1,Thursday,2007Q1
20070202,2007-02-02 22:30:00+00:00,2007,2,2,Friday,2007Q1
20070203,2007-02-03 22:30:00+00:00,2007,2,3,Saturday,2007Q1
20070204,2007-02-04 22:30:00+00:00,2007,2,4,Sunday,2007Q1
20070205,2007-02-05 22:30:00+00:00,2007,2,5,Monday,2007Q1
20070206,2007-02-06 22:30:00+00:00,2007,2,6,Tuesday,2007Q1
20070207,2007-02-07 22:30:00+00:00,2007,2,7,Wednesday,2007Q1
20070208,2007-02-08 22:30:00+00:00,2007,2,8,Thursday,2007Q1
20070209,2007-02-09 22:30:00+00:00,2007,2,9,Friday,2007Q1
20070210,2007-02-10 22:30:00+00:00,2007,2,10,Saturday,2007Q1
20070211,2007-02-11 22:30:00+00:00,2007,2,11,Sunday,2007Q1
20070212,2007-02-12 22:30:00+00:00,2007,2,12,Monday,2007Q1
20070213,2007-02-13 22:30:00+00:00,2007,2,13,Tuesday,2007Q1
20070214,2007-02-14 22:30:00+00:00,2007,2,14,Wednesday,2007Q1
20070215,2007-02-15 22:30:00+00:00,2007,2,15,Thursday,2007Q1
20070216,2007-02-16 22:30:00+00:00,2007,2,16,Friday,2007Q1
20070217,2007-02-17 22:30:00+00:00,2007,2,17,Saturday,2007Q1
20070218,2007-02-18 22:30:00+00:00,2007,2,18,Sunday,2007Q1
20070219,2007-02-19 22:30:00+00:00,2007,2,19,Monday,2007Q1
20070220,2007-02-20 22:30:00+00:00,2007,2,20,Tuesday,2007Q1
20070221,2007-02-21 22:30:00+00:00,2007,2,21,Wednesday,2007Q1
20070222,2007-02-22 22:30:00+00:00,2007,2,22,Thursday,2007Q1
20070223,2007-02-23 22:30:00+00:00,2007,2,23,Friday,2007Q1
20070224,2007-02-24 22:30:00+00:00,2007,2,24,Saturday,2007Q1
20070225,2007-02-25 22:30:00+00:00,2007,2,25,Sunday,2007Q1
20070226,2007-02-26 22:30:00+00:00,2007,2,26,Monday,2007Q1
20070227,2007-02-27 22:30:00+00:00,2007,2,27,Tuesday,2007Q1
20070228,2007-02-28 22:30:00+00:00,2007,2,28,Wednesday,2007Q1
20070301,2007-03-01 22:30:00+00:00,2007,3,1,Thursday,2007Q1
20070302,2007-03-02 22:30:00+00:00,2007,3,2,Friday,2007Q1
20070303,2007-03-03 22:30:00+00:00,2007,3,3,Saturday,2007Q1
20070304,2007-03-04 22:30:00+00:00,2007,3,4,Sunday,2007Q1
20070305,2007-03-05 22:30:00+00:00,2007,3,5,Monday,2007Q1
20070306,2007-03-06 22:30:00+00:00,2007,3,6,Tuesday,2007Q1
20070307,2007-03-07 22:30:00+00:00,2007,3,7,Wednesday,2007Q1
20070308,2007-03-08 22:30:00+00:00,2007,3,8,Thursday,2007Q1
20070309,2007-03-09 22:30:00+00:00,2007,3,9,Friday,2007Q1
20070310,2007-03-10 22:30:00+00:00,2007,3,10,Saturday,2007Q1
20070311,2007-03-11 22:30:00+00:00,2007,3,11,Sunday,2007Q1
20070312,2007-03-12 22:30:00+00:00,2007,3,12,Monday,2007Q1
20070313,2007-03-13 22:30:00+00:00,2007,3,13,Tuesday,2007Q1
20070314,2007-03-14 22:30:00+00:00,2007,3,14,Wednesday,2007Q1
20070315,2007-03-15 22:30:00+00:00,2007,3,15,Thursday,2007Q1
